genre,decade,gender,word,count
acad,1910,male,he,21606
acad,1910,male,boy,679
acad,1910,male,gentleman,150
acad,1910,male,him,6718
acad,1910,male,fellas,0
acad,1910,male,mister,0
acad,1910,male,guy,30
acad,1910,male,sir,386
acad,1910,male,manly,48
acad,1910,male,bloke,0
acad,1910,male,masculinity,22
acad,1910,male,gentlemen,106
acad,1910,male,his,19418
acad,1910,male,princes,81
acad,1910,male,sirs,3
acad,1910,male,king,1390
acad,1910,female,gals,6
acad,1910,female,madam,14
acad,1910,female,ms,38
acad,1910,female,hers,35
acad,1910,female,maiden,43
acad,1910,female,herself,321
acad,1910,female,females,66
acad,1910,female,she,4200
acad,1910,female,dames,8
acad,1910,female,princesses,12
acad,1910,female,woman,953
acad,1910,female,gentlewomen,0
acad,1910,female,girls,544
acad,1910,female,missus,1
acad,1910,female,femininity,10
acad,1910,female,dame,52
acad,1910,female,gal,32
acad,1910,female,queen,430
acad,1910,female,queens,36
acad,1910,female,miss,210
acad,1910,female,lady,246
acad,1910,female,female,267
acad,1910,female,bride,70
acad,1910,female,brides,4
acad,1910,female,lass,5
acad,1910,female,girl,438
acad,1910,female,mrs,176
acad,1910,female,gentlewoman,2
acad,1910,female,lassie,60
acad,1910,female,feminine,110
acad,1910,female,women,1331
acad,1910,female,ladies,93
acad,1910,female,maidens,23
acad,1910,female,her,5425
acad,1910,female,princess,217
acad,1920,male,blokes,0
acad,1920,male,himself,1471
acad,1920,male,masculine,10
acad,1920,male,man,3557
acad,1920,male,guys,1
acad,1920,male,men,2863
acad,1920,male,prince,119
acad,1920,male,mr,1785
acad,1920,male,males,34
acad,1920,male,male,125
acad,1920,male,fella,4
acad,1920,male,lads,9
acad,1920,male,gent,5
acad,1920,male,boys,386
acad,1920,male,lad,20
acad,1920,male,gents,2
acad,1920,male,kings,101
acad,1920,male,he,17326
acad,1920,male,boy,434
acad,1920,male,gentleman,134
acad,1920,male,him,4691
acad,1920,male,fellas,0
acad,1920,male,mister,0
acad,1920,male,guy,7
acad,1920,male,sir,401
acad,1920,male,manly,20
acad,1920,male,bloke,1
acad,1920,male,masculinity,2
acad,1920,male,gentlemen,89
acad,1920,male,his,15952
acad,1920,male,princes,42
acad,1920,male,sirs,8
acad,1920,male,king,721
acad,1920,female,gals,0
acad,1920,female,madam,15
acad,1920,female,ms,12
acad,1920,female,hers,18
acad,1920,female,maiden,15
acad,1920,female,herself,177
acad,1920,female,females,39
acad,1920,female,she,2571
acad,1920,female,dames,3
acad,1920,female,princesses,0
acad,1920,female,woman,653
acad,1920,female,gentlewomen,7
acad,1920,female,girls,352
acad,1920,female,missus,2
acad,1920,female,femininity,4
acad,1920,female,dame,10
acad,1920,female,gal,6
acad,1920,female,queen,188
acad,1920,female,queens,8
acad,1920,female,miss,362
acad,1920,female,lady,376
acad,1920,female,female,113
acad,1920,female,bride,84
acad,1920,female,brides,4
acad,1920,female,lass,1
acad,1920,female,girl,436
acad,1920,female,mrs,436
acad,1920,female,gentlewoman,5
acad,1920,female,lassie,0
acad,1920,female,feminine,31
acad,1920,female,women,1404
acad,1920,female,ladies,128
acad,1920,female,maidens,9
acad,1920,female,her,3792
acad,1920,female,princess,64
acad,1930,male,blokes,1
acad,1930,male,himself,974
acad,1930,male,masculine,45
acad,1930,male,man,3075
acad,1930,male,guys,3
acad,1930,male,men,2550
acad,1930,male,prince,130
acad,1930,male,mr,489
acad,1930,male,males,65
acad,1930,male,male,177
acad,1930,male,fella,0
acad,1930,male,lads,7
acad,1930,male,gent,0
acad,1930,male,boys,319
acad,1930,male,lad,10
acad,1930,male,gents,0
acad,1930,male,kings,127
acad,1930,male,he,11915
acad,1930,male,boy,280
acad,1930,male,gentleman,67
acad,1930,male,him,2809
acad,1930,male,fellas,0
acad,1930,male,mister,2
acad,1930,male,guy,24
acad,1930,male,sir,219
acad,1930,male,manly,11
acad,1930,male,bloke,0
acad,1930,male,masculinity,5
acad,1930,male,gentlemen,49
acad,1930,male,his,11432
acad,1930,male,princes,78
acad,1930,male,sirs,0
acad,1930,male,king,739
acad,1930,female,gals,7
acad,1930,female,madam,2
acad,1930,female,ms,6
acad,1930,female,hers,16
acad,1930,female,maiden,8
acad,1930,female,herself,105
acad,1930,female,females,61
acad,1930,female,she,1457
acad,1930,female,dames,2
acad,1930,female,princesses,3
acad,1930,female,woman,424
acad,1930,female,gentlewomen,0
acad,1930,female,girls,173
acad,1930,female,missus,0
acad,1930,female,femininity,1
acad,1930,female,dame,13
acad,1930,female,gal,6
acad,1930,female,queen,172
acad,1930,female,queens,13
acad,1930,female,miss,80
acad,1930,female,lady,115
acad,1930,female,female,154
acad,1930,female,bride,80
acad,1930,female,brides,4
acad,1930,female,lass,7
acad,1930,female,girl,191
acad,1930,female,mrs,138
acad,1930,female,gentlewoman,0
acad,1930,female,lassie,0
acad,1930,female,feminine,47
acad,1930,female,women,846
acad,1930,female,ladies,69
acad,1930,female,maidens,2
acad,1930,female,her,2084
acad,1930,female,princess,27
acad,1940,male,blokes,0
acad,1940,male,himself,1217
acad,1940,male,masculine,28
acad,1940,male,man,2790
acad,1940,male,guys,7
acad,1940,male,men,2607
acad,1940,male,prince,147
acad,1940,male,mr,706
acad,1940,male,males,66
acad,1940,male,male,157
acad,1940,male,fella,0
acad,1940,male,lads,14
acad,1940,male,gent,1
acad,1940,male,boys,278
acad,1940,male,lad,20
acad,1940,male,gents,0
acad,1940,male,kings,113
acad,1940,male,he,15021
acad,1940,male,boy,261
acad,1940,male,gentleman,71
acad,1940,male,him,3286
acad,1940,male,fellas,0
acad,1940,male,mister,2
acad,1940,male,guy,15
acad,1940,male,sir,262
acad,1940,male,manly,8
acad,1940,male,bloke,0
acad,1940,male,masculinity,6
acad,1940,male,gentlemen,76
acad,1940,male,his,14210
acad,1940,male,princes,86
acad,1940,male,sirs,2
acad,1940,male,king,749
acad,1940,female,gals,0
acad,1940,female,madam,7
acad,1940,female,ms,3
acad,1940,female,hers,5
acad,1940,female,maiden,18
acad,1940,female,herself,144
acad,1940,female,females,68
acad,1940,female,she,1941
acad,1940,female,dames,1
acad,1940,female,princesses,3
acad,1940,female,woman,573
acad,1940,female,gentlewomen,0
acad,1940,female,girls,277
acad,1940,female,missus,0
acad,1940,female,femininity,8
acad,1940,female,dame,15
acad,1940,female,gal,5
acad,1940,female,queen,208
acad,1940,female,queens,12
acad,1940,female,miss,129
acad,1940,female,lady,114
acad,1940,female,female,119
acad,1940,female,bride,72
acad,1940,female,brides,14
acad,1940,female,lass,5
acad,1940,female,girl,289
acad,1940,female,mrs,335
acad,1940,female,gentlewoman,3
acad,1940,female,lassie,0
acad,1940,female,feminine,55
acad,1940,female,women,1070
acad,1940,female,ladies,68
acad,1940,female,maidens,10
acad,1940,female,her,2687
acad,1940,female,princess,33
acad,1950,male,blokes,0
acad,1950,male,himself,1271
acad,1950,male,masculine,38
acad,1950,male,man,2872
acad,1950,male,guys,7
acad,1950,male,men,2168
acad,1950,male,prince,126
acad,1950,male,mr,885
acad,1950,male,males,58
acad,1950,male,male,174
acad,1950,male,fella,0
acad,1950,male,lads,2
acad,1950,male,gent,2
acad,1950,male,boys,276
acad,1950,male,lad,7
acad,1950,male,gents,0
acad,1950,male,kings,136
acad,1950,male,he,13741
acad,1950,male,boy,222
acad,1950,male,gentleman,60
acad,1950,male,him,3001
acad,1950,male,fellas,0
acad,1950,male,mister,1
acad,1950,male,guy,13
acad,1950,male,sir,191
acad,1950,male,manly,20
acad,1950,male,bloke,0
acad,1950,male,masculinity,2
acad,1950,male,gentlemen,46
acad,1950,male,his,12448
acad,1950,male,princes,67
acad,1950,male,sirs,0
acad,1950,male,king,815
acad,1950,female,gals,4
acad,1950,female,madam,3
acad,1950,female,ms,43
acad,1950,female,hers,22
acad,1950,female,maiden,6
acad,1950,female,herself,165
acad,1950,female,females,52
acad,1950,female,she,2726
acad,1950,female,dames,2
acad,1950,female,princesses,1
acad,1950,female,woman,557
acad,1950,female,gentlewomen,0
acad,1950,female,girls,262
acad,1950,female,missus,0
acad,1950,female,femininity,7
acad,1950,female,dame,11
acad,1950,female,gal,11
acad,1950,female,queen,157
acad,1950,female,queens,7
acad,1950,female,miss,220
acad,1950,female,lady,154
acad,1950,female,female,175
acad,1950,female,bride,43
acad,1950,female,brides,3
acad,1950,female,lass,5
acad,1950,female,girl,283
acad,1950,female,mrs,167
acad,1950,female,gentlewoman,0
acad,1950,female,lassie,1
acad,1950,female,feminine,63
acad,1950,female,women,994
acad,1950,female,ladies,68
acad,1950,female,maidens,4
acad,1950,female,her,2752
acad,1950,female,princess,65
acad,1960,male,blokes,0
acad,1960,male,himself,1007
acad,1960,male,masculine,40
acad,1960,male,man,2560
acad,1960,male,guys,2
acad,1960,male,men,1767
acad,1960,male,prince,92
acad,1960,male,mr,580
acad,1960,male,males,36
acad,1960,male,male,146
acad,1960,male,fella,0
acad,1960,male,lads,1
acad,1960,male,gent,0
acad,1960,male,boys,154
acad,1960,male,lad,8
acad,1960,male,gents,0
acad,1960,male,kings,107
acad,1960,male,he,13276
acad,1960,male,boy,176
acad,1960,male,gentleman,32
acad,1960,male,him,2753
acad,1960,male,fellas,0
acad,1960,male,mister,2
acad,1960,male,guy,13
acad,1960,male,sir,203
acad,1960,male,manly,8
acad,1960,male,bloke,0
acad,1960,male,masculinity,7
acad,1960,male,gentlemen,54
acad,1960,male,his,11606
acad,1960,male,princes,30
acad,1960,male,sirs,0
acad,1960,male,king,898
acad,1960,female,gals,1
acad,1960,female,madam,16
acad,1960,female,ms,3
acad,1960,female,hers,8
acad,1960,female,maiden,7
acad,1960,female,herself,81
acad,1960,female,females,37
acad,1960,female,she,1618
acad,1960,female,dames,1
acad,1960,female,princesses,2
acad,1960,female,woman,219
acad,1960,female,gentlewomen,0
acad,1960,female,girls,175
acad,1960,female,missus,0
acad,1960,female,femininity,2
acad,1960,female,dame,3
acad,1960,female,gal,1
acad,1960,female,queen,92
acad,1960,female,queens,4
acad,1960,female,miss,100
acad,1960,female,lady,64
acad,1960,female,female,153
acad,1960,female,bride,30
acad,1960,female,brides,8
acad,1960,female,lass,2
acad,1960,female,girl,197
acad,1960,female,mrs,298
acad,1960,female,gentlewoman,2
acad,1960,female,lassie,0
acad,1960,female,feminine,50
acad,1960,female,women,426
acad,1960,female,ladies,30
acad,1960,female,maidens,6
acad,1960,female,her,1857
acad,1960,female,princess,15
acad,1970,male,blokes,0
acad,1970,male,himself,1200
acad,1970,male,masculine,33
acad,1970,male,man,2641
acad,1970,male,guys,17
acad,1970,male,men,1653
acad,1970,male,prince,144
acad,1970,male,mr,363
acad,1970,male,males,101
acad,1970,male,male,343
acad,1970,male,fella,0
acad,1970,male,lads,0
acad,1970,male,gent,1
acad,1970,male,boys,171
acad,1970,male,lad,6
acad,1970,male,gents,0
acad,1970,male,kings,127
acad,1970,male,he,13917
acad,1970,male,boy,208
acad,1970,male,gentleman,31
acad,1970,male,him,3268
acad,1970,male,fellas,0
acad,1970,male,mister,2
acad,1970,male,guy,29
acad,1970,male,sir,232
