"decade","word","gender","count"
1990,"males","male",557
1990,"man","male",35110
1990,"manly","male",101
1990,"masculine","male",235
1990,"masculinity","male",96
1990,"men","male",14006
1990,"miss","female",5605
1990,"missus","female",64
1990,"mister","male",554
1990,"mr","male",17462
1990,"mrs","female",5974
1990,"ms","female",1920
1990,"prince","male",1618
1990,"princes","male",88
1990,"princess","female",925
1990,"princesses","female",58
1990,"queen","female",1922
1990,"queens","female",250
1990,"she","female",182076
1990,"sir","male",7164
1990,"sirs","male",36
1990,"woman","female",15025
1990,"women","female",13497
2000,"bloke","male",50
2000,"blokes","male",20
2000,"boy","male",9678
2000,"boys","male",5282
2000,"bride","female",729
2000,"brides","female",88
2000,"dame","female",308
2000,"dames","female",25
2000,"fella","male",156
2000,"fellas","male",196
2000,"female","female",2442
2000,"females","female",520
2000,"feminine","female",317
2000,"femininity","female",52
2000,"gal","female",206
2000,"gals","female",73
2000,"gent","male",25
2000,"gentleman","male",582
2000,"gentlemen","male",849
2000,"gentlewoman","female",5
2000,"gentlewomen","female",8
2000,"gents","male",28
2000,"girl","female",10804
2000,"girls","female",5630
2000,"guy","male",10310
2000,"guys","male",7522
2000,"he","male",311385
2000,"her","female",194983
2000,"hers","female",1229
2000,"herself","female",7469
2000,"him","male",87448
2000,"himself","male",11394
2000,"his","male",205477
2000,"king","male",4513
2000,"kings","male",439
2000,"lad","male",242
2000,"ladies","female",1647
2000,"lads","male",96
2000,"lady","female",3719
2000,"lass","female",90
2000,"lassie","female",42
2000,"madam","female",235
2000,"maiden","female",189
2000,"maidens","female",42
2000,"male","male",2191
2000,"males","male",566
2000,"man","male",36741
2000,"manly","male",125
2000,"masculine","male",250
2000,"masculinity","male",65
2000,"men","male",14970
2000,"miss","female",5251
2000,"missus","female",61
2000,"mister","male",410
2000,"mr","male",11962
2000,"mrs","female",5192
2000,"ms","female",2142
2000,"prince","male",1435
2000,"princes","male",115
2000,"princess","female",1029
2000,"princesses","female",84
2000,"queen","female",1626
2000,"queens","female",334
2000,"she","female",200360
2000,"sir","male",5959
2000,"sirs","male",28
2000,"woman","female",15148
2000,"women","female",13605
2010,"bloke","male",40
2010,"blokes","male",18
2010,"boy","male",8501
2010,"boys","male",3991
2010,"bride","female",488
2010,"brides","female",69
2010,"dame","female",231
2010,"dames","female",31
2010,"fella","male",163
2010,"fellas","male",145
2010,"female","female",2410
2010,"females","female",420
2010,"feminine","female",304
2010,"femininity","female",44
2010,"gal","female",189
2010,"gals","female",63
2010,"gent","male",33
2010,"gentleman","male",512
2010,"gentlemen","male",677
2010,"gentlewoman","female",6
2010,"gentlewomen","female",1
2010,"gents","male",28
2010,"girl","female",10482
2010,"girls","female",5089
2010,"guy","male",8821
2010,"guys","male",8164
2010,"he","male",299832
2010,"her","female",199012
2010,"hers","female",1242
2010,"herself","female",7523
2010,"him","male",83389
2010,"himself","male",10951
2010,"his","male",192947
2010,"king","male",3798
2010,"kings","male",297
2010,"lad","male",220
2010,"ladies","female",1409
2010,"lads","male",99
2010,"lady","female",3624
2010,"lass","female",89
2010,"lassie","female",24
2010,"madam","female",221
2010,"maiden","female",163
2010,"maidens","female",42
2010,"male","male",2148
2010,"males","male",468
2010,"man","male",31542
2010,"manly","male",104
2010,"masculine","male",145
2010,"masculinity","male",93
2010,"men","male",12345
2010,"miss","female",4467
2010,"missus","female",56
2010,"mister","male",526
2010,"mr","male",12737
2010,"mrs","female",3828
2010,"ms","female",2487
2010,"prince","male",1291
2010,"princes","male",61
2010,"princess","female",885
2010,"princesses","female",119
2010,"queen","female",1935
2010,"queens","female",311
2010,"she","female",209578
2010,"sir","male",4214
2010,"sirs","male",31
2010,"woman","female",13980
2010,"women","female",11395
