black_deriv1,blacks,african,africans,negro,negros,negroid,ethiopian,ethiopians,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asian_deriv1,asian,asians,oriental,orientals,chinese,asiatic,japanese,mongolian,mongols,,,,,,,,,,,,,,,,,,,,,,,,,,,
